_id,SUBSCRIPTION_DATE,SUBSCRIPTION_COUNTY,SUBSCRIBER_DOMESTIC_FOREIGN,LONGITUDE,LATITUDE,NUMBER_OF_SUBSCRIBER
2472,2019-08-06,SARIYER,Yerli,29.052015,41.106615,4
2473,2019-05-01,SANCAKTEPE,Yerli,29.237764,40.995229,1
2474,2018-06-04,KARTAL,Yabancı,29.187151,40.888024,1
2475,2018-12-09,KARTAL,Yerli,29.189967,40.892454,5
2476,2018-12-22,BEŞİKTAŞ,Yerli,29.011161,41.085842,2
2477,2019-06-17,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2478,2019-10-11,ŞİŞLİ,Yerli,29.011473,41.080041,1
2479,2020-01-14,KAĞITHANE,Yerli,28.922037,41.004253,1
2480,2018-09-15,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2481,2018-04-01,BAKIRKÖY,Yabancı,28.820556,40.978551,1
2482,2019-04-03,MALTEPE,Yerli,29.121198,40.924531,1
2483,2017-12-14,FATİH,Yerli,28.941171,41.017758,1
2484,2018-06-07,BAĞCILAR,Yerli,28.870054,41.033384,4
2485,2019-05-02,FATİH,Yerli,28.945011,41.009663,1
2486,2019-07-30,AVCILAR,Yerli,28.731161,40.980151,1
2487,2019-03-27,BAKIRKÖY,Yabancı,28.820556,40.978551,11
2488,2019-07-06,AVCILAR,Yerli,28.725479,40.985393,4
2489,2019-08-13,İSTANBUL,Yabancı,28.58272,41.01418,1
2490,2019-02-12,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,4
2491,2019-02-11,BAKIRKÖY,Yerli,28.863824,40.986566,1
2492,2018-07-27,BEYOĞLU,Yerli,28.94027,41.04725,1
2493,2018-07-31,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
2494,2019-05-02,KARTAL,Yerli,29.189967,40.892454,3
2495,2019-03-13,ÜMRANİYE,Yerli,29.105734,41.017041,1
2496,2019-04-24,SARIYER,Yerli,29.051827,41.124858,1
2497,2018-05-18,İSTANBUL,Yerli,28.58272,41.01418,17
2498,2019-10-26,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,5
2499,2019-02-27,BAKIRKÖY,Yerli,28.820556,40.978551,3
2500,2018-12-17,BAKIRKÖY,Yerli,28.820556,40.978551,2
2501,2019-08-15,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
2502,2019-12-04,KARTAL,Yerli,29.189967,40.892454,3
2503,2019-01-11,AVCILAR,Yerli,28.731161,40.980151,1
2504,2018-04-02,BEYOĞLU,Yabancı,28.989684,41.031331,3
2505,2019-12-15,MALTEPE,Yerli,29.121198,40.924531,6
2506,2019-06-16,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
2507,2019-05-31,ESENLER,Yerli,28.873136,41.053895,1
2508,2019-05-15,ESENLER,Yerli,28.888605,41.037593,1
2509,2019-09-19,ATAŞEHİR,Yerli,29.147233,40.977902,2
2510,2018-03-07,EYÜP SULTAN,Yerli,28.948922,41.082908,3
2511,2018-10-09,İSTANBUL,Yerli,28.58272,41.01418,28
2512,2018-05-14,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2513,2018-10-29,MALTEPE,Yabancı,29.121198,40.924531,1
2514,2018-09-17,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
2515,2018-03-25,ESENLER,Yerli,28.873136,41.053895,6
2516,2019-10-12,EYÜP SULTAN,Yerli,28.933511,41.047359,3
2517,2019-07-24,EYÜP SULTAN,Yerli,28.948922,41.082908,2
2518,2018-03-23,MALTEPE,Yerli,29.121198,40.924531,2
2519,2019-07-18,BAYRAMPAŞA,Yerli,28.89269,41.03853,1
2520,2019-06-14,MALTEPE,Yerli,29.121198,40.924531,52
2521,2018-09-21,BEYOĞLU,Yerli,28.94027,41.04725,1
2522,2018-06-25,BEYOĞLU,Yerli,28.989684,41.031331,2
2523,2019-10-02,AVCILAR,Yerli,28.725479,40.985393,4
2524,2018-03-04,BAKIRKÖY,Yerli,28.820556,40.978551,4
2525,2016-10-20,KADIKÖY,Yerli,29.023297,40.593952,1
2526,2018-03-12,KARTAL,Yerli,29.187151,40.888024,1
2527,2019-09-06,SANCAKTEPE,Yerli,29.233057,40.978484,3
2528,2019-11-17,ZEYTİNBURNU,Yerli,28.920379,40.990971,1
2529,2020-05-21,AVCILAR,Yerli,28.705535,40.995034,1
2530,2019-03-06,SANCAKTEPE,Yerli,29.245335,41.015681,6
2531,2018-03-23,EYÜP SULTAN,Yerli,28.948922,41.082908,3
2532,2019-01-21,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2533,2020-02-20,ŞİŞLİ,Yabancı,29.011473,41.080041,1
2534,2019-10-20,MALTEPE,Yerli,29.121198,40.924531,43
2535,2019-07-20,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
2536,2017-12-22,BAKIRKÖY,Yerli,28.820556,40.978551,6
2537,2020-05-12,FATİH,Yerli,28.951582,41.005137,1
2538,2019-08-01,EYÜP SULTAN,Yerli,28.933511,41.047359,22
2539,2020-01-26,KAĞITHANE,Yabancı,28.573054,41.035648,1
2540,2018-07-25,EYÜP SULTAN,Yabancı,28.933511,41.047359,5
2541,2019-07-12,SANCAKTEPE,Yerli,29.233057,40.978484,2
2542,2018-07-17,BAĞCILAR,Yerli,28.870054,41.033384,1
2543,2017-11-07,EYÜP SULTAN,Yerli,28.933511,41.047359,6
2544,2017-12-06,BAKIRKÖY,Yerli,28.820556,40.978551,4
2545,2019-09-16,BEYOĞLU,Yerli,28.94027,41.04725,1
2546,2018-02-24,KARTAL,Yerli,29.187151,40.888024,2
2547,2015-12-18,KAĞITHANE,Yerli,28.573054,41.035648,1
2548,2019-03-07,BAKIRKÖY,Yerli,28.884828,40.999602,1
2549,2019-06-27,FATİH,Yerli,28.972482,41.007712,1
2550,2018-06-28,BAKIRKÖY,Yabancı,28.820556,40.978551,9
2551,2018-04-17,BAKIRKÖY,Yabancı,28.820556,40.978551,7
2552,2019-09-26,EYÜP SULTAN,Yerli,28.921595,41.080995,9
2553,2019-09-24,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
2554,2018-01-08,BEYOĞLU,Yerli,28.94027,41.04725,2
2555,2019-04-25,AVCILAR,Yerli,28.705535,40.995034,2
2556,2019-10-25,BAKIRKÖY,Yerli,28.884828,40.999602,5
2557,2015-11-27,KAĞITHANE,Yerli,28.573054,41.035648,5
2558,2019-12-28,ESENLER,Yerli,28.873136,41.053895,11
2559,2019-01-05,BAKIRKÖY,Yerli,28.884828,40.999602,1
2560,2018-09-07,KARTAL,Yerli,29.189967,40.892454,5
2561,2019-04-04,AVCILAR,Yerli,28.725479,40.985393,2
2562,2018-09-23,KARTAL,Yerli,29.187151,40.888024,7
2563,2018-05-01,BAĞCILAR,Yerli,28.870054,41.033384,1
2564,2019-06-15,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,8
2565,2019-02-07,AVCILAR,Yerli,28.725479,40.985393,3
2566,2018-05-29,İSTANBUL,Yerli,28.58272,41.01418,18
2567,2019-01-30,KÜÇÜKÇEKMECE,Yerli,28.794421,41.009518,1
2568,2018-07-20,EYÜP SULTAN,Yabancı,28.933511,41.047359,4
2569,2018-12-13,KAĞITHANE,Yerli,28.922037,41.004253,1
2570,2019-05-29,BAKIRKÖY,Yerli,28.884828,40.999602,1
2571,2018-04-16,BAKIRKÖY,Yerli,28.884828,40.999602,1
2572,2019-07-07,SANCAKTEPE,Yerli,29.233057,40.978484,5
2573,2018-01-30,BAKIRKÖY,Yabancı,28.820556,40.978551,5
2574,2020-03-01,AVCILAR,Yabancı,28.731161,40.980151,1
2575,2019-02-03,ESENLER,Yerli,28.873136,41.053895,2
2576,2020-09-28,FATİH,Yerli,28.951582,41.005137,2
2577,2018-09-19,BAKIRKÖY,Yabancı,28.820556,40.978551,5
2578,2019-02-22,FATİH,Yerli,28.96279,41.00249,1
2579,2018-04-25,KAĞITHANE,Yerli,28.922037,41.004253,7
2580,2018-07-12,SANCAKTEPE,Yerli,29.245335,41.015681,1
2581,2018-07-13,KARTAL,Yerli,29.189967,40.892454,3
2582,2018-02-18,SANCAKTEPE,Yerli,29.233057,40.978484,6
2583,2019-10-04,BAKIRKÖY,Yerli,28.884828,40.999602,1
2584,2019-11-02,ESENLER,Yerli,28.873136,41.053895,6
2585,2018-12-07,EYÜP SULTAN,Yerli,28.921595,41.080995,1
2586,2016-10-31,KADIKÖY,Yerli,29.023297,40.593952,1
2587,2019-04-23,SARIYER,Yabancı,29.052015,41.106615,1
2588,2018-04-19,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2589,2016-12-07,KAĞITHANE,Yerli,28.573054,41.035648,3
2590,2019-10-10,ŞİŞLİ,Yabancı,29.011473,41.080041,1
2591,2018-09-06,BAĞCILAR,Yerli,28.870054,41.033384,1
2592,2018-04-03,EYÜP SULTAN,Yerli,28.921595,41.080995,3
2593,2019-04-20,BEYOĞLU,Yerli,28.94027,41.04725,1
2594,2018-04-29,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
2595,2019-02-14,KARTAL,Yerli,29.161455,40.905838,1
2596,2020-01-23,EYÜPSULTAN,Yerli,28.9283,41.03764,1
2597,2018-12-03,SANCAKTEPE,Yerli,29.233057,40.978484,1
2598,2018-05-19,BEYOĞLU,Yerli,28.989684,41.031331,2
2599,2017-11-30,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2600,2019-01-16,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2601,2019-09-02,KARTAL,Yerli,29.189967,40.892454,7
2602,2020-01-29,ESENLER,Yerli,28.873136,41.053895,3
2603,2019-09-22,KADIKÖY,Yerli,29.10925,40.95838,1
2604,2018-03-11,BAKIRKÖY,Yabancı,28.820556,40.978551,14
2605,2020-02-15,ŞİŞLİ,Yabancı,29.011473,41.080041,1
2606,2019-11-18,ESENLER,Yerli,28.873136,41.053895,3
2607,2019-07-15,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
2608,2020-03-09,ESENLER,Yerli,28.873136,41.053895,1
2609,2017-12-20,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2610,2017-09-23,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2611,2018-11-26,BAKIRKÖY,Yerli,28.820556,40.978551,2
2612,2018-06-24,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
2613,2018-08-13,İSTANBUL,Yabancı,28.58272,41.01418,1
2614,2016-05-05,KAĞITHANE,Yerli,28.573054,41.035648,2
2615,2018-08-27,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
2616,2019-04-03,BAKIRKÖY,Yerli,28.820556,40.978551,4
2617,2018-09-10,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2618,2018-08-13,SANCAKTEPE,Yerli,29.237764,40.995229,1
2619,2018-03-24,BEYOĞLU,Yerli,28.989684,41.031331,1
2620,2019-01-28,SANCAKTEPE,Yerli,29.233057,40.978484,2
2621,2019-12-18,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2622,2018-02-03,KARTAL,Yerli,29.187151,40.888024,2
2623,2017-10-17,EYÜP SULTAN,Yerli,28.933511,41.047359,9
2624,2018-10-26,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
2625,2018-02-26,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2626,2019-01-16,MALTEPE,Yerli,29.121198,40.924531,1
2627,2019-08-10,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
2628,2018-11-05,MALTEPE,Yerli,29.121198,40.924531,4
2629,2019-09-12,ŞİŞLİ,Yerli,28.986104,41.066846,1
2630,2019-05-15,ŞİŞLİ,Yerli,29.011473,41.080041,1
2631,2017-11-26,EYÜP SULTAN,Yerli,28.921595,41.080995,2
2632,2018-08-28,SULTANGAZİ,Yerli,28.88001,41.10769,1
2633,2019-01-08,EYÜP SULTAN,Yerli,28.933511,41.047359,2
2634,2019-07-01,KAĞITHANE,Yerli,28.573054,41.035648,2
2635,2020-02-15,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2636,2019-06-25,EYÜP SULTAN,Yerli,28.921595,41.080995,1
2637,2019-05-05,BAKIRKÖY,Yerli,28.863824,40.986566,1
2638,2019-08-08,MALTEPE,Yabancı,29.121198,40.924531,2
2639,2018-04-09,BEYOĞLU,Yerli,28.989684,41.031331,3
2640,2018-10-24,SANCAKTEPE,Yerli,29.245335,41.015681,1
2641,2018-12-03,İSTANBUL,Yabancı,28.58272,41.01418,1
2642,2019-09-26,BAKIRKÖY,Yerli,28.863824,40.986566,3
2643,2019-08-02,KAĞITHANE,Yerli,28.922037,41.004253,1
2644,2018-04-16,KARTAL,Yerli,29.187151,40.888024,1
2645,2019-02-19,BAYRAMPAŞA,Yerli,28.89269,41.03853,2
2646,2018-11-18,KARTAL,Yerli,29.189967,40.892454,10
2647,2018-10-09,FATİH,Yerli,28.941171,41.017758,1
2648,2019-06-19,BAYRAMPAŞA,Yerli,28.912704,41.033193,1
2649,2019-03-18,KARTAL,Yerli,29.161455,40.905838,3
2650,2018-11-26,FATİH,Yerli,28.943655,40.998944,1
2651,2018-12-04,KARTAL,Yerli,29.187151,40.888024,2
2652,2019-08-26,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
2653,2018-11-05,EYÜP SULTAN,Yerli,28.948922,41.082908,1
2654,2019-05-21,FATİH,Yerli,28.972482,41.007712,1
2655,2019-08-28,EYÜP SULTAN,Yerli,28.933511,41.047359,10
2656,2019-07-25,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
2657,2018-02-11,BAKIRKÖY,Yerli,28.820556,40.978551,5
2658,2020-01-09,KAĞITHANE,Yerli,28.922037,41.004253,9
2659,2018-06-27,KARTAL,Yerli,29.189967,40.892454,2
2660,2019-05-31,ŞİŞLİ,Yerli,29.011473,41.080041,1
2661,2019-04-03,BAKIRKÖY,Yerli,28.863824,40.986566,1
2662,2018-07-12,BAĞCILAR,Yerli,28.870054,41.033384,2
2663,2018-06-03,BAKIRKÖY,Yerli,28.85035,40.98367,1
2664,2019-09-01,SANCAKTEPE,Yerli,29.233057,40.978484,4
2665,2019-05-22,KÜÇÜKÇEKMECE,Yerli,28.794331,41.009652,1
2666,2020-02-09,KARTAL,Yerli,29.189967,40.892454,5
2667,2018-08-18,BAKIRKÖY,Yabancı,28.820556,40.978551,7
2668,2019-12-14,SANCAKTEPE,Yerli,29.231847,40.978859,1
2669,2019-09-10,SARIYER,Yerli,29.052015,41.106615,1
2670,2017-01-11,KADIKÖY,Yerli,29.023297,40.593952,1
2671,2019-10-30,ŞİŞLİ,Yerli,28.989035,41.057795,2
2672,2018-01-29,EYÜP SULTAN,Yerli,28.933511,41.047359,6
2673,2019-03-18,BAKIRKÖY,Yerli,28.884828,40.999602,3
2674,2019-07-08,SARIYER,Yerli,29.055617,41.143438,2
2675,2019-07-06,ŞİŞLİ,Yabancı,28.986104,41.066846,1
2676,2015-11-27,BEYOĞLU,Yerli,28.58272,41.01418,1
2677,2019-07-23,SANCAKTEPE,Yerli,29.233057,40.978484,2
2678,2019-05-03,BAŞAKŞEHİR,Yerli,29.011473,41.080041,2
2679,2018-11-10,BAKIRKÖY,Yerli,28.820556,40.978551,8
2680,2018-04-16,KARTAL,Yerli,29.189967,40.892454,2
2681,2018-07-30,BEYOĞLU,Yerli,28.989684,41.031331,3
2682,2018-08-05,EYÜP SULTAN,Yabancı,28.933511,41.047359,8
2683,2018-09-23,KARTAL,Yerli,29.189967,40.892454,7
2684,2020-02-09,KARTAL,Yerli,29.161455,40.905838,2
2685,2018-01-09,BEYKOZ,Yerli,29.138382,41.075281,1
2686,2019-11-21,FATİH,Yerli,28.943655,40.998944,73
2687,2019-05-09,SARIYER,Yabancı,29.052015,41.106615,1
2688,2017-11-03,BAKIRKÖY,Yabancı,28.820556,40.978551,4
2689,2019-07-17,KÜÇÜKÇEKMECE,Yerli,28.472943,41.033105,1
2690,2020-03-14,ŞİŞLİ,Yerli,29.011473,41.080041,1
2691,2018-04-08,BAKIRKÖY,Yerli,28.820556,40.978551,6
2692,2019-09-05,EYÜP SULTAN,Yerli,28.921595,41.080995,3
2693,2017-12-15,ÜMRANİYE,Yerli,29.105734,41.017041,1
2694,2019-06-18,ATAŞEHİR,Yerli,29.147233,40.977902,1
2695,2018-11-05,İSTANBUL,Yerli,28.58272,41.01418,26
2696,2018-05-21,EYÜP SULTAN,Yerli,28.933511,41.047359,19
2697,2019-08-08,BEYKOZ,Yerli,29.138382,41.075281,2
2698,2018-10-15,ÜMRANİYE,Yerli,29.105734,41.017041,1
2699,2019-01-16,İSTANBUL,Yerli,28.58272,41.01418,9
2700,2018-06-10,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
2701,2019-05-07,ŞİŞLİ,Yerli,28.986104,41.066846,2
2702,2018-06-27,KARTAL,Yerli,29.187151,40.888024,2
2703,2018-10-08,İSTANBUL,Yabancı,28.58272,41.01418,1
2704,2018-10-08,BAĞCILAR,Yerli,28.870054,41.033384,5
2705,2020-02-25,BAKIRKÖY,Yerli,28.884828,40.999602,3
2706,2019-11-22,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,14
2707,2019-10-13,BEYOĞLU,Yerli,28.94027,41.04725,1
2708,2019-10-23,EYÜP SULTAN,Yerli,28.933511,41.047359,2
2709,2019-10-17,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
2710,2018-08-01,EYÜP SULTAN,Yerli,28.933511,41.047359,15
2711,2020-01-11,MALTEPE,Yerli,29.121198,40.924531,8
2712,2019-03-24,BAŞAKŞEHİR,Yerli,28.76499,41.08854,1
2713,2018-07-13,BAKIRKÖY,Yerli,28.884828,40.999602,4
2714,2019-08-07,ŞİŞLİ,Yabancı,28.989035,41.057795,2
2715,2019-12-31,KARTAL,Yerli,29.161455,40.905838,1
2716,2018-06-14,MALTEPE,Yerli,29.121198,40.924531,38
2717,2018-04-22,SULTANGAZİ,Yerli,28.88001,41.10769,2
2718,2018-01-11,BEYOĞLU,Yerli,28.989684,41.031331,3
2719,2019-09-19,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,3
2720,2019-11-19,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2721,2019-11-28,SANCAKTEPE,Yerli,29.245335,41.015681,2
2722,2018-12-03,BAĞCILAR,Yerli,28.870054,41.033384,10
2723,2019-06-26,ŞİŞLİ,Yerli,28.986104,41.066846,3
2724,2018-06-21,KARTAL,Yerli,29.189967,40.892454,6
2725,2018-12-14,BAKIRKÖY,Yerli,28.820556,40.978551,3
2726,2020-03-23,AVCILAR,Yerli,28.705535,40.995034,1
2727,2019-11-22,SANCAKTEPE,Yerli,29.245335,41.015681,1
2728,2019-12-02,BEYOĞLU,Yerli,28.94027,41.04725,1
2729,2018-05-18,ÜMRANİYE,Yerli,29.105734,41.017041,1
2730,2019-05-12,ESENLER,Yerli,28.888605,41.037593,1
2731,2019-12-20,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2732,2017-10-25,BEYOĞLU,Yerli,28.94027,41.04725,1
2733,2020-02-03,KARTAL,Yerli,29.189967,40.892454,3
2734,2019-04-22,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
2735,2020-02-14,MALTEPE,Yerli,29.121198,40.924531,5
2736,2018-12-09,MALTEPE,Yerli,29.121198,40.924531,4
2737,2019-05-06,ZEYTİNBURNU,Yerli,28.928849,40.995733,1
2738,2017-10-22,SULTANGAZİ,Yerli,28.88001,41.10769,1
2739,2019-08-03,FATİH,Yerli,28.953279,41.016831,1
2740,2016-12-01,KAĞITHANE,Yerli,28.573054,41.035648,1
2741,2019-03-23,EYÜP SULTAN,Yerli,28.926066,41.083861,1
2742,2018-11-16,KADIKÖY,Yerli,29.10925,40.95838,1
2743,2018-10-01,SULTANGAZİ,Yerli,28.88001,41.10769,2
2744,2019-06-01,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
2745,2019-09-23,MALTEPE,Yerli,29.121198,40.924531,7
2746,2018-07-14,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2747,2019-07-26,SARIYER,Yerli,28.890811,41.002993,1
2748,2018-10-12,BEYOĞLU,Yerli,28.940191,41.050066,15
2749,2018-07-04,ESENLER,Yerli,28.873136,41.053895,1
2750,2019-01-24,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,3
2751,2018-06-13,BAKIRKÖY,Yerli,28.820556,40.978551,4
2752,2017-10-16,KARTAL,Yerli,29.187151,40.888024,4
2753,2018-09-12,İSTANBUL,Yerli,28.58272,41.01418,24
2754,2019-03-29,KAĞITHANE,Yerli,28.922037,41.004253,3
2755,2018-08-08,BAKIRKÖY,Yerli,28.820556,40.978551,6
2756,2019-05-31,BAKIRKÖY,Yerli,28.884828,40.999602,3
2757,2017-11-20,EYÜP SULTAN,Yerli,28.933511,41.047359,2
2758,2020-01-03,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,3
2759,2019-06-13,ESENLER,Yerli,28.888605,41.037593,2
2760,2020-10-03,MALTEPE,Yerli,29.121198,40.924531,1
2761,2018-10-26,SANCAKTEPE,Yerli,29.231847,40.978859,11
2762,2019-04-21,KARTAL,Yerli,29.161455,40.905838,1
2763,2018-05-24,KARTAL,Yabancı,29.187151,40.888024,1
2764,2019-01-06,SANCAKTEPE,Yerli,29.233057,40.978484,1
2765,2018-03-13,KARTAL,Yabancı,29.187151,40.888024,2
2766,2018-10-26,SANCAKTEPE,Yerli,29.233057,40.978484,5
2767,2019-03-18,BAŞAKŞEHİR,Yerli,28.76499,41.08854,2
2768,2019-08-21,ŞİŞLİ,Yerli,28.986104,41.066846,1
2769,2017-12-08,ÇEKMEKÖY,Yerli,29.338858,41.077425,1
2770,2018-06-26,BEYOĞLU,Yabancı,28.989684,41.031331,1
2771,2019-04-16,MALTEPE,Yerli,29.121198,40.924531,8
2772,2018-11-28,BAKIRKÖY,Yerli,28.884828,40.999602,2
2773,2020-09-17,MALTEPE,Yerli,29.121198,40.924531,1
2774,2018-09-25,FATİH,Yerli,28.972482,41.007712,1
2775,2019-09-19,EYÜPSULTAN,Yerli,28.9283,41.03764,1
2776,2018-08-15,SANCAKTEPE,Yerli,29.245335,41.015681,3
2777,2019-04-07,ŞİŞLİ,Yerli,29.011473,41.080041,2
2778,2018-06-04,SANCAKTEPE,Yerli,29.245335,41.015681,1
2779,2020-02-05,ŞİŞLİ,Yerli,29.011473,41.080041,1
2780,2018-11-12,KARTAL,Yerli,29.189967,40.892454,1
2781,2019-04-12,EYÜP SULTAN,Yabancı,28.933511,41.047359,7
2782,2018-12-06,FATİH,Yerli,28.972482,41.007712,2
2783,2018-02-04,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
2784,2018-07-08,BEYOĞLU,Yerli,28.989684,41.031331,7
2785,2018-03-13,BAKIRKÖY,Yabancı,28.884828,40.999602,3
2786,2017-11-01,BAKIRKÖY,Yerli,28.884828,40.999602,7
2787,2019-11-06,SANCAKTEPE,Yerli,29.245335,41.015681,2
2788,2019-02-03,MALTEPE,Yerli,29.121198,40.924531,25
2789,2018-02-19,ÜMRANİYE,Yerli,29.105734,41.017041,2
2790,2015-12-07,KAĞITHANE,Yerli,28.573054,41.035648,2
2791,2018-01-19,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2792,2017-12-07,BAKIRKÖY,Yabancı,28.820556,40.978551,2
2793,2019-07-29,İSTANBUL,Yerli,28.58272,41.01418,1
2794,2019-07-13,EYÜP SULTAN,Yerli,28.921595,41.080995,4
2795,2019-09-13,AVCILAR,Yerli,28.731161,40.980151,1
2796,2019-03-20,KARTAL,Yerli,29.189967,40.892454,6
2797,2018-09-17,KARTAL,Yerli,29.189967,40.892454,4
2798,2019-06-15,BAĞCILAR,Yerli,28.870054,41.033384,1
2799,2020-02-02,SANCAKTEPE,Yerli,29.231847,40.978859,1
2800,2019-05-13,ÜMRANİYE,Yerli,29.105734,41.017041,2
2801,2019-02-15,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
2802,2018-10-11,FATİH,Yerli,28.972482,41.007712,1
2803,2019-07-12,ŞİŞLİ,Yerli,28.989035,41.057795,2
2804,2019-08-03,SARIYER,Yerli,29.052015,41.106615,6
2805,2017-12-14,EYÜP SULTAN,Yerli,28.921595,41.080995,1
2806,2019-10-28,ŞİŞLİ,Yabancı,29.011473,41.080041,1
2807,2018-11-11,ZEYTİNBURNU,Yerli,28.920379,40.990971,1
2808,2019-02-23,SANCAKTEPE,Yerli,29.120662,41.011656,2
2809,2019-03-13,AVCILAR,Yerli,28.705535,40.995034,1
2810,2019-02-24,BAKIRKÖY,Yerli,28.820556,40.978551,5
2811,2018-05-29,BEYOĞLU,Yerli,28.94027,41.04725,1
2812,2019-09-21,KAĞITHANE,Yerli,28.573054,41.035648,1
2813,2016-04-16,KADIKÖY,Yerli,29.023297,40.593952,1
2814,2019-06-21,BAYRAMPAŞA,Yerli,28.912704,41.033193,1
2815,2019-05-18,EYÜP SULTAN,Yerli,28.921595,41.080995,2
2816,2019-05-05,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2817,2019-04-05,FATİH,Yerli,28.945011,41.009663,2
2818,2019-01-26,EYÜP SULTAN,Yerli,28.933511,41.047359,13
2819,2019-01-15,BAKIRKÖY,Yerli,28.863824,40.986566,1
2820,2017-12-31,KARTAL,Yabancı,29.187151,40.888024,1
2821,2015-12-10,KADIKÖY,Yerli,29.023297,40.593952,3
2822,2019-01-18,MALTEPE,Yerli,29.121198,40.924531,8
2823,2017-12-14,MALTEPE,Yerli,29.121198,40.924531,2
2824,2018-09-20,EYÜP SULTAN,Yerli,28.933511,41.047359,9
2825,2018-11-29,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,2
2826,2018-05-07,MALTEPE,Yerli,29.121198,40.924531,4
2827,2019-05-16,KÜÇÜKÇEKMECE,Yerli,28.794331,41.009652,1
2828,2019-09-13,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
2829,2018-11-23,İSTANBUL,Yerli,28.58272,41.01418,11
2830,2019-03-07,MALTEPE,Yerli,29.121198,40.924531,7
2831,2019-08-04,AVCILAR,Yerli,28.725479,40.985393,4
2832,2019-08-27,FATİH,Yerli,28.945011,41.009663,3
2833,2019-10-28,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
2834,2018-05-04,SARIYER,Yerli,29.090822,41.243239,2
2835,2019-09-14,ŞİŞLİ,Yerli,29.011473,41.080041,1
2836,2018-12-21,SANCAKTEPE,Yerli,29.233057,40.978484,2
2837,2019-08-14,EYÜP SULTAN,Yerli,28.921595,41.080995,4
2838,2019-04-05,KARTAL,Yerli,29.161455,40.905838,1
2839,2020-04-07,BÜYÜKÇEKMECE,Yerli,28.46788,41.03992,1
2840,2019-05-31,FATİH,Yerli,28.945011,41.009663,3
2841,2019-04-22,AVCILAR,Yerli,28.721885,40.981178,3
2842,2019-09-09,BEŞİKTAŞ,Yerli,29.00736,41.041218,2
2843,2019-03-09,BEŞİKTAŞ,Yerli,29.00736,41.041218,8
2844,2019-01-20,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
2845,2018-03-14,ESENLER,Yerli,28.873136,41.053895,1
2846,2018-07-06,SANCAKTEPE,Yerli,29.245335,41.015681,3
2847,2018-01-28,KARTAL,Yerli,29.187151,40.888024,4
2848,2018-10-27,KARTAL,Yerli,29.187151,40.888024,1
2849,2018-02-24,EYÜP SULTAN,Yerli,28.921595,41.080995,1
2850,2018-11-27,İSTANBUL,Yabancı,28.58272,41.01418,1
2851,2017-10-06,SULTANGAZİ,Yerli,28.88001,41.10769,4
2852,2020-02-03,BAKIRKÖY,Yerli,28.884828,40.999602,5
