_id,SUBSCRIPTION_DATE,SUBSCRIPTION_COUNTY,SUBSCRIBER_DOMESTIC_FOREIGN,LONGITUDE,LATITUDE,NUMBER_OF_SUBSCRIBER
1,2019-11-01,KARTAL,Yerli,29.161455,40.905838,2
2,2020-02-27,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
3,2019-09-23,AVCILAR,Yerli,28.725479,40.985393,4
4,2019-05-02,KAĞITHANE,Yerli,28.573054,41.035648,2
5,2019-02-10,KARTAL,Yerli,29.189967,40.892454,6
6,2019-11-09,KARTAL,Yerli,29.18905,40.90657,1
7,2019-12-27,KARTAL,Yerli,29.189967,40.892454,3
8,2019-08-04,SANCAKTEPE,Yerli,29.233057,40.978484,4
9,2018-08-25,İSTANBUL,Yabancı,28.58272,41.01418,3
10,2019-09-07,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
11,2019-01-07,ÜMRANİYE,Yerli,29.105734,41.017041,1
12,2018-08-11,BEYOĞLU,Yerli,28.989684,41.031331,5
13,2019-09-08,ŞİŞLİ,Yerli,29.011473,41.080041,1
14,2019-12-17,ŞİŞLİ,Yabancı,29.011473,41.080041,1
15,2019-07-28,SARIYER,Yerli,29.052015,41.106615,7
16,2018-09-01,ÜMRANİYE,Yerli,29.105734,41.017041,1
17,2019-07-08,KADIKÖY,Yerli,29.10925,40.95838,1
18,2018-04-10,ÜMRANİYE,Yerli,29.105734,41.017041,1
19,2019-05-09,KARTAL,Yerli,29.161455,40.905838,1
20,2019-12-27,BAKIRKÖY,Yerli,28.884828,40.999602,5
21,2019-05-15,ÜMRANİYE,Yerli,29.105734,41.017041,1
22,2020-03-09,AVCILAR,Yerli,28.731161,40.980151,2
23,2020-01-07,MALTEPE,Yerli,29.121198,40.924531,2
24,2018-01-23,BEYOĞLU,Yerli,28.989684,41.031331,2
25,2019-05-28,EYÜP SULTAN,Yerli,28.926066,41.083861,1
26,2018-03-30,EYÜP SULTAN,Yerli,28.948922,41.082908,2
27,2019-05-17,BAKIRKÖY,Yerli,28.863824,40.986566,1
28,2019-09-21,SANCAKTEPE,Yerli,29.120662,41.011656,1
29,2018-12-24,BAKIRKÖY,Yerli,28.820556,40.978551,2
30,2018-07-09,KARTAL,Yerli,29.187151,40.888024,8
31,2019-03-14,KARTAL,Yerli,29.161455,40.905838,5
32,2017-12-21,BAKIRKÖY,Yerli,28.884828,40.999602,2
33,2018-11-01,EYÜP SULTAN,Yerli,28.948922,41.082908,1
34,2018-09-19,BAKIRKÖY,Yerli,28.884828,40.999602,13
35,2019-07-21,AVCILAR,Yerli,28.721885,40.981178,1
36,2018-11-12,ÜMRANİYE,Yerli,29.105734,41.017041,1
37,2019-06-09,SANCAKTEPE,Yerli,29.245335,41.015681,1
38,2019-12-05,ŞİŞLİ,Yerli,28.981998,41.068341,1
39,2018-10-12,EYÜP SULTAN,Yabancı,28.933511,41.047359,5
40,2018-12-15,SANCAKTEPE,Yerli,29.245335,41.015681,1
41,2019-06-02,SARIYER,Yerli,29.052015,41.106615,1
42,2019-12-30,EYÜP SULTAN,Yerli,28.926066,41.083861,1
43,2019-03-27,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
44,2017-11-15,BAKIRKÖY,Yabancı,28.820556,40.978551,8
45,2018-08-03,BEYOĞLU,Yerli,28.94027,41.04725,1
46,2019-07-06,ŞİŞLİ,Yerli,28.989035,41.057795,2
47,2019-07-30,ŞİŞLİ,Yerli,28.986104,41.066846,2
48,2019-05-09,FATİH,Yerli,28.945011,41.009663,2
49,2017-12-05,KARTAL,Yerli,29.187151,40.888024,2
50,2018-11-05,SANCAKTEPE,Yerli,29.231847,40.978859,7
51,2018-05-30,FATİH,Yerli,28.941171,41.017758,2
52,2019-10-19,EYÜP SULTAN,Yerli,28.933511,41.047359,3
53,2018-05-27,ESENLER,Yerli,28.873136,41.053895,1
54,2019-04-09,ŞİŞLİ,Yerli,28.989035,41.057795,2
55,2020-01-16,ATAŞEHİR,Yerli,29.147233,40.977902,1
56,2019-12-26,SANCAKTEPE,Yerli,29.245335,41.015681,1
57,2019-11-19,ŞİŞLİ,Yerli,29.011473,41.080041,1
58,2018-11-30,KARTAL,Yerli,29.189967,40.892454,3
59,2019-06-22,FATİH,Yabancı,28.945011,41.009663,1
60,2019-09-30,KARTAL,Yerli,29.189967,40.892454,2
61,2018-06-18,EYÜP SULTAN,Yerli,28.933511,41.047359,19
62,2019-08-04,SANCAKTEPE,Yerli,29.245335,41.015681,2
63,2019-06-11,AVCILAR,Yerli,28.721885,40.981178,1
64,2019-07-26,BAŞAKŞEHİR,Yerli,29.011473,41.080041,2
65,2018-10-02,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
66,2018-07-24,İSTANBUL,Yabancı,28.58272,41.01418,1
67,2019-05-19,ŞİŞLİ,Yerli,28.986104,41.066846,1
68,2020-02-21,KARTAL,Yerli,29.189967,40.892454,7
69,2018-10-20,BAĞCILAR,Yerli,28.870054,41.033384,8
70,2018-04-23,EYÜP SULTAN,Yerli,28.933511,41.047359,12
71,2018-10-24,EYÜP SULTAN,Yerli,28.933511,41.047359,1
72,2019-06-23,BEŞİKTAŞ,Yerli,29.00736,41.041218,2
73,2018-03-03,FATİH,Yerli,28.941171,41.017758,1
74,2017-10-30,BAKIRKÖY,Yabancı,28.820556,40.978551,3
75,2020-01-20,FATİH,Yerli,28.972482,41.007712,1
76,2018-03-09,ÜMRANİYE,Yerli,29.105734,41.017041,3
77,2019-02-03,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,2
78,2018-05-13,SANCAKTEPE,Yerli,29.233057,40.978484,2
79,2019-07-18,ŞİŞLİ,Yabancı,28.986104,41.066846,1
80,2018-10-01,BAKIRKÖY,Yabancı,28.820556,40.978551,9
81,2019-12-28,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,2
82,2018-11-01,MALTEPE,Yerli,29.121198,40.924531,9
83,2018-05-29,SANCAKTEPE,Yerli,29.245335,41.015681,1
84,2018-12-16,BAKIRKÖY,Yerli,28.884828,40.999602,1
85,2018-03-18,SANCAKTEPE,Yerli,29.245335,41.015681,4
86,2018-07-01,FATİH,Yerli,28.953279,41.016831,2
87,2018-09-02,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
88,2018-10-05,BAKIRKÖY,Yerli,28.884828,40.999602,2
89,2020-03-09,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
90,2019-05-02,BEYOĞLU,Yerli,28.94027,41.04725,1
91,2018-07-25,KARTAL,Yerli,29.189967,40.892454,4
92,2018-08-09,ZEYTİNBURNU,Yerli,28.920379,40.990971,1
93,2019-12-09,ŞİŞLİ,Yabancı,28.986104,41.066846,1
94,2019-12-04,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,2
95,2019-10-16,KARTAL,Yerli,29.189967,40.892454,1
96,2018-11-03,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
97,2019-05-01,BAKIRKÖY,Yerli,28.863824,40.986566,1
98,2020-03-19,MALTEPE,Yerli,29.121198,40.924531,4
99,2018-11-14,SARIYER,Yerli,29.090822,41.243239,1
100,2018-11-15,KAĞITHANE,Yerli,28.922037,41.004253,3
101,2019-05-17,SARIYER,Yerli,29.052015,41.106615,1
102,2019-04-24,KÜÇÜKÇEKMECE,Yerli,28.788922,40.987307,2
103,2019-09-29,SANCAKTEPE,Yerli,29.233057,40.978484,4
104,2018-12-08,BAKIRKÖY,Yerli,28.820556,40.978551,1
105,2018-07-24,SANCAKTEPE,Yerli,29.233057,40.978484,1
106,2020-01-12,KARTAL,Yerli,29.161455,40.905838,3
107,2018-12-24,BAKIRKÖY,Yerli,28.863824,40.986566,2
108,2018-09-03,KARTAL,Yerli,29.18905,40.90657,2
109,2019-09-19,ESENLER,Yerli,28.873136,41.053895,1
110,2019-12-29,ŞİŞLİ,Yerli,29.011473,41.080041,1
111,2019-08-05,BAKIRKÖY,Yerli,28.884828,40.999602,1
112,2019-12-14,EYÜP SULTAN,Yerli,28.926066,41.083861,1
113,2019-11-26,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,2
114,2016-03-06,KAĞITHANE,Yerli,28.573054,41.035648,1
115,2019-06-15,AVCILAR,Yabancı,28.725479,40.985393,1
116,2019-03-25,MALTEPE,Yerli,29.121198,40.924531,3
117,2020-01-29,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
118,2019-07-29,KÜÇÜKÇEKMECE,Yerli,28.472943,41.033105,1
119,2018-09-14,EYÜP SULTAN,Yerli,28.933511,41.047359,9
120,2020-02-20,SANCAKTEPE,Yerli,29.233057,40.978484,3
121,2018-07-17,BAKIRKÖY,Yerli,28.820556,40.978551,4
122,2018-03-11,BAKIRKÖY,Yerli,28.820556,40.978551,5
123,2019-02-14,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,5
124,2018-08-21,EYÜP SULTAN,Yerli,28.948922,41.082908,1
125,2019-05-16,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
126,2019-12-20,AVCILAR,Yerli,28.705535,40.995034,2
127,2019-10-07,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
128,2019-03-23,AVCILAR,Yerli,28.705535,40.995034,1
129,2018-10-04,SANCAKTEPE,Yerli,29.245335,41.015681,1
130,2018-03-06,EYÜP SULTAN,Yerli,28.926066,41.083861,6
131,2019-01-12,EYÜP SULTAN,Yerli,28.948922,41.082908,1
132,2019-11-24,SANCAKTEPE,Yerli,29.233057,40.978484,1
133,2017-10-26,FATİH,Yerli,28.941171,41.017758,2
134,2018-06-06,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
135,2018-08-09,MALTEPE,Yabancı,29.121198,40.924531,1
136,2018-05-25,İSTANBUL,Yerli,28.58272,41.01418,24
137,2018-11-10,BAKIRKÖY,Yabancı,28.820556,40.978551,16
138,2019-06-29,EYÜP SULTAN,Yerli,28.933511,41.047359,11
139,2018-05-06,BAKIRKÖY,Yerli,28.820556,40.978551,3
140,2019-12-22,MALTEPE,Yerli,29.121198,40.924531,11
141,2018-01-02,FATİH,Yabancı,28.972482,41.007712,1
142,2020-02-14,AVCILAR,Yerli,28.705535,40.995034,1
143,2017-10-19,BEYOĞLU,Yerli,28.94027,41.04725,1
144,2019-01-28,MALTEPE,Yerli,29.121198,40.924531,12
145,2018-05-30,BAKIRKÖY,Yerli,28.884828,40.999602,9
146,2020-02-20,ZEYTİNBURNU,Yerli,28.920379,40.990971,1
147,2019-05-30,BEYOĞLU,Yabancı,28.582684,41.012259,1
148,2018-07-09,BAKIRKÖY,Yerli,28.884828,40.999602,6
149,2018-09-18,ZEYTİNBURNU,Yerli,28.920379,40.990971,2
150,2018-03-14,MALTEPE,Yerli,29.121198,40.924531,7
151,2019-08-12,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
152,2017-10-26,BAKIRKÖY,Yerli,28.884828,40.999602,3
153,2020-02-18,KÜÇÜKÇEKMECE,Yabancı,28.472943,41.033105,1
154,2018-09-19,FATİH,Yerli,28.941171,41.017758,3
155,2015-12-28,KADIKÖY,Yerli,29.023297,40.593952,1
156,2019-03-23,KAĞITHANE,Yerli,28.573054,41.035648,1
157,2019-09-14,KARTAL,Yerli,29.189967,40.892454,3
158,2018-05-25,MALTEPE,Yerli,29.121198,40.924531,25
159,2019-08-21,KARTAL,Yerli,29.161455,40.905838,2
160,2018-05-21,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
161,2018-12-05,ESENLER,Yerli,28.873136,41.053895,4
162,2017-10-27,BEYOĞLU,Yerli,28.989684,41.031331,3
163,2019-05-25,KARTAL,Yerli,29.189967,40.892454,1
164,2018-07-25,BAKIRKÖY,Yerli,28.884828,40.999602,4
165,2019-06-17,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
166,2018-03-20,BEYOĞLU,Yerli,28.989684,41.031331,1
167,2018-07-08,BAĞCILAR,Yerli,28.870054,41.033384,2
168,2018-12-22,ÜMRANİYE,Yerli,29.105734,41.017041,3
169,2019-04-13,BAŞAKŞEHİR,Yerli,29.011473,41.080041,2
170,2018-01-26,BAKIRKÖY,Yabancı,28.820556,40.978551,5
171,2019-02-10,KARTAL,Yerli,29.187151,40.888024,4
172,2016-10-08,KAĞITHANE,Yerli,28.573054,41.035648,2
173,2019-06-26,BAKIRKÖY,Yerli,28.820556,40.978551,1
174,2018-08-05,İSTANBUL,Yerli,28.58272,41.01418,36
175,2019-03-05,SANCAKTEPE,Yerli,29.120662,41.011656,1
176,2018-05-06,BAKIRKÖY,Yerli,28.85035,40.98367,1
177,2020-01-20,SARIYER,Yerli,28.890811,41.002993,1
178,2019-03-13,SANCAKTEPE,Yerli,29.245335,41.015681,7
179,2020-01-13,AVCILAR,Yerli,28.731161,40.980151,1
180,2019-09-07,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,5
181,2019-02-05,EYÜP SULTAN,Yerli,28.933511,41.047359,3
182,2019-08-28,EYÜP SULTAN,Yabancı,28.933511,41.047359,4
183,2019-01-30,ESENLER,Yerli,28.873136,41.053895,4
184,2018-06-26,İSTANBUL,Yerli,28.58272,41.01418,18
185,2018-02-24,BEYOĞLU,Yerli,28.94027,41.04725,1
186,2019-06-01,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
187,2018-03-19,MALTEPE,Yabancı,29.121198,40.924531,1
188,2017-12-19,ÇEKMEKÖY,Yerli,29.338858,41.077425,2
189,2017-12-30,BAKIRKÖY,Yerli,28.820556,40.978551,1
190,2015-12-26,KAĞITHANE,Yerli,28.573054,41.035648,3
191,2018-08-27,FATİH,Yerli,28.941171,41.017758,1
192,2018-06-27,İSTANBUL,Yerli,28.58272,41.01418,26
193,2019-07-14,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,3
194,2018-04-24,EYÜP SULTAN,Yerli,28.933511,41.047359,5
195,2019-08-06,BAKIRKÖY,Yerli,28.884828,40.999602,1
196,2018-05-08,BEYOĞLU,Yerli,28.989684,41.031331,2
197,2018-04-25,BAKIRKÖY,Yabancı,28.820556,40.978551,9
198,2018-01-12,BEYOĞLU,Yabancı,28.989684,41.031331,1
199,2018-08-30,EYÜP SULTAN,Yerli,28.933511,41.047359,11
200,2019-02-14,EYÜP SULTAN,Yerli,28.921595,41.080995,1
201,2018-10-06,KARTAL,Yerli,29.18905,40.90657,7
202,2019-03-08,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,3
203,2017-11-23,EYÜP SULTAN,Yerli,28.948922,41.082908,2
204,2019-01-08,ÜMRANİYE,Yerli,29.105734,41.017041,4
205,2019-09-04,ESENLER,Yerli,28.873136,41.053895,1
206,2019-10-17,KARTAL,Yerli,29.189967,40.892454,2
207,2018-06-19,EYÜP SULTAN,Yerli,28.933511,41.047359,10
208,2019-10-10,KÜÇÜKÇEKMECE,Yerli,28.80303,41.030465,1
209,2019-12-13,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,1
210,2019-07-29,SARIYER,Yerli,29.052015,41.106615,2
211,2018-06-06,ÜMRANİYE,Yerli,29.105734,41.017041,2
212,2019-02-19,BAKIRKÖY,Yerli,28.820556,40.978551,1
213,2017-12-02,BAKIRKÖY,Yabancı,28.820556,40.978551,5
214,2019-01-02,KARTAL,Yerli,29.187151,40.888024,1
215,2019-04-27,ZEYTİNBURNU,Yabancı,28.920379,40.990971,1
216,2018-01-07,FATİH,Yerli,28.941171,41.017758,2
217,2018-11-27,BAKIRKÖY,Yabancı,28.820556,40.978551,5
218,2018-07-03,BEYOĞLU,Yerli,28.989684,41.031331,3
219,2019-01-02,KARTAL,Yerli,29.189967,40.892454,4
220,2018-12-05,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,1
221,2017-12-03,BEYOĞLU,Yabancı,28.989684,41.031331,2
222,2018-06-16,KARTAL,Yerli,29.187151,40.888024,2
223,2019-04-16,FATİH,Yerli,28.951582,41.005137,1
224,2019-04-18,ŞİŞLİ,Yerli,29.011473,41.080041,2
225,2019-12-17,ESENLER,Yerli,28.873136,41.053895,2
226,2018-10-11,BEŞİKTAŞ,Yerli,29.00736,41.041218,1
227,2019-11-08,ŞİŞLİ,Yabancı,29.011473,41.080041,1
228,2019-04-03,EYÜP SULTAN,Yerli,28.933511,41.047359,5
229,2017-11-09,BEŞİKTAŞ,Yerli,29.011161,41.085842,1
230,2018-08-27,KARTAL,Yerli,29.189967,40.892454,2
231,2019-12-06,ŞİŞLİ,Yerli,29.011473,41.080041,2
232,2020-03-03,ŞİŞLİ,Yerli,28.981998,41.068341,1
233,2019-03-24,AVCILAR,Yerli,28.705535,40.995034,2
234,2019-07-30,KAĞITHANE,Yerli,28.573054,41.035648,3
235,2019-01-11,AVCILAR,Yerli,28.705535,40.995034,1
236,2019-05-10,KARTAL,Yerli,29.189967,40.892454,2
237,2018-05-31,KARTAL,Yerli,29.187151,40.888024,1
238,2018-11-20,ESENLER,Yerli,28.873136,41.053895,3
239,2019-01-17,BEYKOZ,Yerli,29.138382,41.075281,1
240,2018-09-05,KÜÇÜKÇEKMECE,Yerli,28.794331,41.009652,1
241,2019-04-01,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,2
242,2018-11-26,EYÜP SULTAN,Yerli,28.933511,41.047359,3
243,2018-06-15,BAĞCILAR,Yerli,28.870054,41.033384,1
244,2019-11-11,KAĞITHANE,Yerli,28.922037,41.004253,1
245,2018-02-13,BEYOĞLU,Yabancı,28.989684,41.031331,1
246,2019-10-23,ŞİŞLİ,Yabancı,29.011473,41.080041,1
247,2019-09-13,ŞİŞLİ,Yabancı,29.011473,41.080041,1
248,2019-06-10,SANCAKTEPE,Yerli,29.233057,40.978484,1
249,2019-01-19,AVCILAR,Yerli,28.731161,40.980151,1
250,2018-03-29,KAĞITHANE,Yerli,28.922037,41.004253,1
251,2018-01-10,EYÜP SULTAN,Yerli,28.921595,41.080995,1
252,2019-09-18,EYÜP SULTAN,Yerli,28.921595,41.080995,3
253,2019-03-14,SANCAKTEPE,Yerli,29.245335,41.015681,1
254,2019-03-06,SANCAKTEPE,Yerli,29.120662,41.011656,3
255,2018-04-16,EYÜP SULTAN,Yerli,28.948922,41.082908,1
256,2017-12-05,EYÜP SULTAN,Yabancı,28.933511,41.047359,5
257,2018-07-22,BAKIRKÖY,Yabancı,28.820556,40.978551,13
258,2016-02-12,KAĞITHANE,Yerli,28.573054,41.035648,2
259,2019-08-07,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,5
260,2018-03-27,EYÜP SULTAN,Yabancı,28.933511,41.047359,4
261,2018-11-15,SARIYER,Yerli,29.090822,41.243239,1
262,2018-10-01,EYÜP SULTAN,Yerli,28.933511,41.047359,5
263,2018-12-26,AVCILAR,Yerli,28.725479,40.985393,1
264,2019-07-28,SANCAKTEPE,Yerli,29.120662,41.011656,1
265,2019-11-17,MALTEPE,Yabancı,29.121198,40.924531,1
266,2018-07-19,BEYOĞLU,Yerli,28.989684,41.031331,5
267,2019-02-22,EYÜP SULTAN,Yerli,28.933511,41.047359,6
268,2019-05-25,SANCAKTEPE,Yerli,29.233057,40.978484,1
269,2019-03-14,SANCAKTEPE,Yerli,29.233057,40.978484,2
270,2018-10-23,BEŞİKTAŞ,Yabancı,29.011161,41.085842,1
271,2019-10-19,ŞİŞLİ,Yerli,28.989035,41.057795,1
272,2018-12-12,EYÜP SULTAN,Yerli,28.933511,41.047359,2
273,2019-08-08,ŞİŞLİ,Yerli,28.989035,41.057795,3
274,2018-07-26,KARTAL,Yerli,29.189967,40.892454,4
275,2018-03-12,BAKIRKÖY,Yerli,28.820556,40.978551,3
276,2018-03-03,SANCAKTEPE,Yerli,29.233057,40.978484,6
277,2019-07-31,ŞİŞLİ,Yerli,28.981998,41.068341,1
278,2019-04-26,ŞİŞLİ,Yerli,28.989035,41.057795,7
279,2019-11-13,MALTEPE,Yerli,29.121198,40.924531,6
280,2019-06-22,MALTEPE,Yerli,29.121198,40.924531,114
281,2019-08-29,EYÜP SULTAN,Yabancı,28.933511,41.047359,3
282,2018-04-20,SANCAKTEPE,Yerli,29.245335,41.015681,1
283,2018-10-11,ESENLER,Yerli,28.873136,41.053895,1
284,2018-01-03,BAKIRKÖY,Yabancı,28.820556,40.978551,6
285,2018-10-25,EYÜP SULTAN,Yerli,28.921595,41.080995,1
286,2017-12-09,EYÜP SULTAN,Yerli,28.921595,41.080995,1
287,2018-02-12,BAKIRKÖY,Yabancı,28.820556,40.978551,6
288,2019-02-28,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,2
289,2017-10-06,EYÜP SULTAN,Yerli,28.933511,41.047359,17
290,2020-01-14,KÜÇÜKÇEKMECE,Yerli,28.796872,41.044715,2
291,2018-12-16,SANCAKTEPE,Yerli,29.233057,40.978484,1
292,2019-10-07,BAŞAKŞEHİR,Yerli,29.011473,41.080041,1
293,2019-01-14,FATİH,Yabancı,28.972482,41.007712,1
294,2019-02-09,BAŞAKŞEHİR,Yerli,28.76499,41.08854,1
295,2018-07-13,İSTANBUL,Yerli,28.58272,41.01418,28
296,2017-10-27,BAKIRKÖY,Yerli,28.884828,40.999602,5
297,2019-10-10,KAĞITHANE,Yerli,28.573054,41.035648,5
298,2019-04-09,AVCILAR,Yerli,28.705535,40.995034,1
299,2019-06-04,BEYOĞLU,Yerli,28.94027,41.04725,2
300,2018-11-15,FATİH,Yerli,28.972482,41.007712,1
301,2018-03-26,ÜMRANİYE,Yerli,29.105734,41.017041,3
302,2019-04-01,BEYOĞLU,Yerli,28.582684,41.012259,2
303,2019-06-17,ÜMRANİYE,Yerli,29.105734,41.017041,1
304,2018-11-10,EYÜP SULTAN,Yerli,28.933511,41.047359,15
305,2019-05-19,AVCILAR,Yerli,28.725479,40.985393,1
306,2020-01-29,KARTAL,Yerli,29.189967,40.892454,4
307,2018-07-09,EYÜP SULTAN,Yabancı,28.933511,41.047359,4
308,2019-04-11,MALTEPE,Yerli,29.121198,40.924531,8
309,2019-06-02,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
310,2019-06-30,EYÜP SULTAN,Yerli,28.933511,41.047359,11
311,2017-10-20,BEYOĞLU,Yerli,28.94027,41.04725,1
312,2019-08-31,KAĞITHANE,Yerli,28.573054,41.035648,7
313,2019-08-23,AVCILAR,Yerli,28.721885,40.981178,1
314,2019-09-24,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
315,2019-10-16,SANCAKTEPE,Yerli,29.231847,40.978859,1
316,2019-07-14,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
317,2018-09-23,MALTEPE,Yerli,29.121198,40.924531,82
318,2018-11-18,MALTEPE,Yerli,29.121198,40.924531,2
319,2018-01-13,ÜMRANİYE,Yerli,29.105734,41.017041,2
320,2017-11-03,EYÜP SULTAN,Yabancı,28.933511,41.047359,1
321,2018-10-02,BAKIRKÖY,Yabancı,28.820556,40.978551,7
322,2018-09-19,EYÜP SULTAN,Yabancı,28.933511,41.047359,3
323,2018-07-13,MALTEPE,Yerli,29.121198,40.924531,60
324,2019-01-29,İSTANBUL,Yerli,28.58272,41.01418,20
325,2018-08-10,SANCAKTEPE,Yerli,29.233057,40.978484,2
326,2018-10-05,SANCAKTEPE,Yerli,29.233057,40.978484,1
327,2018-08-27,BAKIRKÖY,Yerli,28.884828,40.999602,2
328,2019-11-18,KARTAL,Yerli,29.161455,40.905838,1
329,2019-01-02,BAKIRKÖY,Yerli,28.884828,40.999602,2
330,2019-01-01,SANCAKTEPE,Yerli,29.233057,40.978484,1
331,2019-03-30,SANCAKTEPE,Yerli,29.245335,41.015681,3
332,2020-01-14,BEYOĞLU,Yerli,28.582684,41.012259,1
333,2018-01-15,BAKIRKÖY,Yerli,28.820556,40.978551,5
334,2019-12-15,EYÜP SULTAN,Yerli,28.926066,41.083861,1
335,2018-05-10,EYÜP SULTAN,Yerli,28.933511,41.047359,10
336,2019-04-22,ÜMRANİYE,Yerli,29.105734,41.017041,11
337,2019-02-09,ÜMRANİYE,Yerli,29.105734,41.017041,7
338,2018-11-23,BAKIRKÖY,Yerli,28.884828,40.999602,1
339,2019-03-24,AVCILAR,Yerli,28.725479,40.985393,2
340,2018-05-15,KARTAL,Yerli,29.18905,40.90657,5
341,2018-06-21,BEYOĞLU,Yabancı,28.989684,41.031331,2
342,2019-12-04,KARTAL,Yerli,29.161455,40.905838,2
343,2019-06-04,AVCILAR,Yerli,28.705535,40.995034,2
344,2018-09-12,BAKIRKÖY,Yerli,28.884828,40.999602,3
345,2020-02-16,ŞİŞLİ,Yerli,29.011473,41.080041,1
346,2019-11-18,KARTAL,Yerli,29.189967,40.892454,2
347,2018-04-10,BEYOĞLU,Yabancı,28.989684,41.031331,4
348,2020-03-09,KARTAL,Yerli,29.189967,40.892454,1
349,2020-03-09,BAKIRKÖY,Yerli,28.884828,40.999602,1
350,2018-08-10,ZEYTİNBURNU,Yerli,28.920379,40.990971,3
351,2019-04-15,ZEYTİNBURNU,Yerli,28.928849,40.995733,1
352,2019-12-07,EYÜP SULTAN,Yerli,28.933511,41.047359,1
353,2017-11-18,ÜMRANİYE,Yerli,29.105734,41.017041,6
354,2018-03-09,ESENLER,Yerli,28.873136,41.053895,4
355,2018-07-02,BAKIRKÖY,Yerli,28.884828,40.999602,5
356,2019-10-01,KARTAL,Yerli,29.18905,40.90657,1
357,2019-11-10,SARIYER,Yerli,29.051827,41.124858,1
358,2018-04-18,ESENLER,Yerli,28.873136,41.053895,6
359,2019-03-03,GAZİOSMANPAŞA,Yerli,28.912558,41.06034,1
360,2018-09-01,BEYOĞLU,Yabancı,28.989684,41.031331,2
361,2018-03-23,EYÜP SULTAN,Yerli,28.926066,41.083861,1
362,2019-09-12,ESENLER,Yerli,28.873136,41.053895,2
363,2018-10-14,KARTAL,Yerli,29.189967,40.892454,7
364,2018-09-08,BAKIRKÖY,Yabancı,28.820556,40.978551,12
365,2018-06-05,ESENLER,Yerli,28.873136,41.053895,2
366,2019-06-27,KARTAL,Yerli,29.18905,40.90657,1
367,2019-11-30,BAKIRKÖY,Yabancı,28.820556,40.978551,1
368,2018-05-06,SANCAKTEPE,Yerli,29.233057,40.978484,3
369,2019-06-20,AVCILAR,Yerli,28.725479,40.985393,1
370,2019-07-30,BEYOĞLU,Yerli,28.582684,41.012259,1
371,2016-11-21,KADIKÖY,Yerli,29.023297,40.593952,1
372,2018-05-15,BÜYÜKÇEKMECE,Yerli,28.46788,41.03992,1
373,2019-07-30,BEŞİKTAŞ,Yabancı,29.00736,41.041218,1
374,2018-10-09,EYÜP SULTAN,Yerli,28.948922,41.082908,1
375,2020-03-12,MALTEPE,Yerli,29.121198,40.924531,10
376,2018-08-10,EYÜP SULTAN,Yabancı,28.933511,41.047359,4
377,2019-09-30,SANCAKTEPE,Yerli,29.120662,41.011656,1
378,2019-07-28,SANCAKTEPE,Yerli,29.233057,40.978484,2
379,2018-07-10,FATİH,Yerli,28.953279,41.016831,1
380,2019-11-11,AVCILAR,Yerli,28.725479,40.985393,2
381,2018-09-11,SANCAKTEPE,Yerli,29.233057,40.978484,3
382,2019-03-07,KARTAL,Yerli,29.187151,40.888024,1
383,2019-12-19,SANCAKTEPE,Yerli,29.233057,40.978484,1
384,2019-07-12,SANCAKTEPE,Yerli,29.237764,40.995229,1
385,2019-09-15,SARIYER,Yerli,29.052015,41.106615,5
386,2018-10-13,İSTANBUL,Yabancı,28.58272,41.01418,1
387,2019-06-04,AVCILAR,Yerli,28.731161,40.980151,2
388,2019-09-01,ŞİŞLİ,Yerli,29.011473,41.080041,1
389,2018-12-20,EYÜP SULTAN,Yerli,28.948922,41.082908,3
390,2018-11-10,EYÜP SULTAN,Yerli,28.921595,41.080995,2
391,2017-11-11,EYÜP SULTAN,Yabancı,28.933511,41.047359,2
